Station,pa11_b,pa24,pa24c,pa8,pas10,pas3b,pas3c,pas5,pas8,gc2_3a,gc2_4a,gc2_4b,gc2_4c,gc2_7a,gc2_7b,gc2_7c,gc2_18a,gc2_18b,gc2_18c,gc2_18d,gc2_18e,gc2_18f,gc2_27a,gc2_27b,gc_28aA,gc_28aB,gc2_29,gc2_29A,prob27_28,prob28,prob28_29,prob29,prob30,prob31,prob31_32,prob32
530,0.005473828,0.00237367,0.003536063,0.003574117,0.006315475,0.003168714,0.003391683,0.006702695,0.004370612,0.006381285,0.00413845,0.004292565,0.003888795,0.002761895,0.002346745,0.00252518,0.002829095,0.00301877,0.00310592,0.00378478,0.004053365,0.003334345,0.0036827,0.00359237,0.00357204,0.00354628,0.002229245,0.003273455,0.003654827,0.00357759,0.003367414,0.003563593,0.003334947,0.003220965,0.003195085,0.004298353
535,0.005532585,0.00223408,0.003446231,0.003403481,0.006411031,0.00323858,0.003313754,0.006620905,0.004420277,0.006361785,0.00408985,0.004207765,0.003831195,0.002699795,0.002285745,0.00246278,0.002826195,0.00303117,0.00311792,0.00381618,0.004092165,0.003350945,0.0037012,0.00361047,0.00361094,0.00358388,0.002255445,0.003313055,0.003800705,0.00374836,0.003539383,0.003784302,0.003565293,0.003472077,0.003435606,0.004576067
540,0.005548628,0.002071073,0.003306317,0.003191315,0.006448619,0.003264746,0.003255854,0.006547296,0.004396335,0.006254085,0.00387705,0.004039665,0.003602295,0.002626495,0.002221345,0.00238548,0.002803295,0.00301577,0.00310212,0.00380658,0.004088465,0.003341045,0.0036768,0.00358907,0.00360754,0.00358138,0.002257145,0.003317655,0.003905263,0.003878339,0.003678126,0.003963599,0.003767347,0.003688136,0.003649981,0.004804128
545,0.005512612,0.001881099,0.003137792,0.002949774,0.006413835,0.003274774,0.003139101,0.006381483,0.00429326,0.006048585,0.00369805,0.003833065,0.003333195,0.002506795,0.002126145,0.00227858,0.002738395,0.00294987,0.00303632,0.00373878,0.004018465,0.003277445,0.0035879,0.00350557,0.00353884,0.00351338,0.002219145,0.003259655,0.003988212,0.003985838,0.003796632,0.004115163,0.003948564,0.003887858,0.003849495,0.004997093
550,0.005446547,0.001664714,0.002942023,0.002703656,0.00626894,0.003269038,0.003110251,0.006185528,0.004136011,0.005754385,0.00351695,0.003600665,0.003158995,0.002353195,0.001994045,0.00214138,0.002630095,0.00283617,0.00292342,0.00360408,0.003877965,0.003160845,0.0034354,0.00335707,0.00340344,0.00337588,0.002138045,0.003137855,0.004036719,0.004073907,0.00388698,0.004246667,0.004100108,0.004067644,0.004023553,0.005166321
555,0.00548066,0.001531508,0.002848594,0.002552739,0.006233033,0.003345996,0.003171872,0.006172922,0.004089514,0.005580285,0.00333075,0.003465565,0.003113395,0.002261695,0.001906045,0.00205268,0.002571695,0.00278027,0.00286762,0.00353108,0.003811065,0.003103045,0.0033495,0.00327277,0.00333204,0.00330648,0.002097545,0.003080755,0.004087104,0.004141825,0.003969067,0.004348439,0.004226763,0.004210648,0.004172622,0.005305255
560,0.005556753,0.001431094,0.002796562,0.002459105,0.006230618,0.003457213,0.003251482,0.006193506,0.004117136,0.005514585,0.00326265,0.003423465,0.003023795,0.002224595,0.001863145,0.00200748,0.002561495,0.00278427,0.00287042,0.00354188,0.003818265,0.003106145,0.0033306,0.00325547,0.00332674,0.00330278,0.002098645,0.003086055,0.004143749,0.004210374,0.004052253,0.004456784,0.004333909,0.004339101,0.004293757,0.005459649
565,0.005527705,0.001316082,0.002679816,0.002312294,0.006102437,0.003491766,0.003260536,0.00610017,0.004019026,0.005357485,0.00314295,0.003284465,0.002818495,0.002146495,0.001799045,0.00193588,0.002508695,0.00273587,0.00282042,0.00348178,0.003756265,0.003051245,0.0032545,0.00318337,0.00326074,0.00323808,0.002062045,0.003031655,0.004149925,0.004224865,0.004067008,0.004480702,0.004358829,0.004384071,0.00433302,0.005513598
570,0.005363415,0.00119443,0.002511745,0.002128848,0.005793102,0.00342806,0.003285962,0.00592158,0.003778306,0.005034885,0.00289405,0.003016165,0.002624695,0.002026695,0.001710745,0.00182818,0.002389995,0.00260367,0.00268232,0.00330328,0.003570365,0.002901145,0.0030705,0.00300577,0.00308544,0.00306378,0.001955845,0.002874755,0.004066419,0.004131965,0.003985049,0.004398327,0.0042764,0.004302245,0.004266842,0.005440882
575,0.005012664,0.001000366,0.00224794,0.001858112,0.005220631,0.003214149,0.00313776,0.005453303,0.003330577,0.004514685,0.00256635,0.002617865,0.002315295,0.001852795,0.001565945,0.00166858,0.002183595,0.00235987,0.00243072,0.00297818,0.003225165,0.002632445,0.0027461,0.00269197,0.00277124,0.00274958,0.001761645,0.002585755,0.003849099,0.00391673,0.003763833,0.004148393,0.004031984,0.004060999,0.004050901,0.005184871
580,0.004433527,0.00079916,0.001915512,0.001567766,0.004429943,0.002824009,0.002842328,0.004715244,0.002711523,0.003782685,0.00218395,0.002235865,0.001945395,0.001622495,0.001365045,0.00145288,0.001878995,0.00199857,0.00205972,0.00248748,0.002703265,0.002228545,0.0022755,0.00223477,0.00230064,0.00228368,0.001471745,0.002151855,0.003506419,0.003573246,0.003416402,0.003753849,0.003663104,0.003680375,0.003715514,0.00473904
585,0.003713575,0.000615733,0.001578749,0.001290047,0.003608123,0.002331048,0.002425709,0.003973076,0.002056903,0.002962885,0.00177305,0.001860165,0.001560295,0.001388295,0.001151745,0.00122648,0.001532695,0.00159507,0.00164452,0.00192178,0.002098565,0.001763145,0.0017497,0.00172287,0.00176934,0.00175848,0.001145245,0.001661355,0.003094744,0.003150177,0.002980624,0.003277586,0.003213117,0.003220318,0.003297523,0.004146832
590,0.003044254,0.000474001,0.001290873,0.001056974,0.00290277,0.001870729,0.00210334,0.003362352,0.00150287,0.002263285,0.00129875,0.001299665,0.001125695,0.001174095,0.000969345,0.00103718,0.001232795,0.00125377,0.00129752,0.00144998,0.001588265,0.001363945,0.0013221,0.00130197,0.00133324,0.00132758,0.000874345,0.001254755,0.002600138,0.002659541,0.002498691,0.002744153,0.002711652,0.002696933,0.002817944,0.003441079
595,0.002410961,0.000329782,0.00103791,0.00085799,0.002267343,0.001457576,0.001660726,0.00269699,0.001056243,0.001723985,0.00100255,0.001016365,0.000850795,0.000971095,0.000811045,0.00085428,0.000982695,0.00098417,0.00102102,0.00108678,0.001197665,0.001043645,0.0009855,0.00097457,0.00099134,0.00099208,0.000660945,0.000936055,0.002114983,0.002199209,0.002045928,0.002258665,0.002252764,0.002208139,0.002376719,0.002786641
600,0.001829566,0.000204183,0.000820415,0.000694782,0.001687255,0.00109789,0.001282685,0.002009851,0.000667014,0.001315385,0.00088765,0.000965165,0.000711595,0.000770195,0.000633045,0.00067858,0.000759595,0.00075267,0.00078352,0.00080218,0.000891365,0.000784945,0.0007244,0.00072137,0.00072544,0.00073288,0.000491845,0.000684855,0.001726489,0.001822088,0.001700943,0.00188303,0.001891513,0.001857762,0.002031492,0.002283634
605,0.001584028,0.000143406,0.000721654,0.000616031,0.001444354,0.000950929,0.00112239,0.001706623,0.000516844,0.001114285,0.00084305,0.000907665,0.000653195,0.000682395,0.000538445,0.00058568,0.000644295,0.00063697,0.00066682,0.00066788,0.000743465,0.000660645,0.0006013,0.00060237,0.00060334,0.00061078,0.000412545,0.000569355,0.001495565,0.00159655,0.001483909,0.001664031,0.001675399,0.001651565,0.001813183,0.001990694
610,0.00152708,0.000141257,0.000694201,0.000594231,0.001398231,0.000924739,0.00115257,0.001815444,0.000504846,0.001047085,0.00067685,0.000758765,0.000477995,0.000626895,0.000489345,0.00054778,0.000595895,0.00058717,0.00062092,0.00060638,0.000682665,0.000613345,0.0005603,0.00056257,0.00056244,0.00056838,0.000383845,0.000529255,0.001399076,0.001499857,0.001392098,0.001558897,0.001570675,0.001547335,0.001710454,0.001866547
615,0.001490191,0.000137772,0.000670581,0.000575204,0.001361676,0.000903585,0.001156954,0.001770708,0.000491176,0.001008185,0.00063265,0.000748165,0.000403495,0.000609495,0.000474645,0.00052628,0.000577995,0.00057077,0.00059972,0.00059788,0.000661165,0.000590045,0.00054,0.00054187,0.00054564,0.00054978,0.000373845,0.000511055,0.001345929,0.001447837,0.001344979,0.001502373,0.00151275,0.001475254,0.001639083,0.001793819
620,0.00145157,0.000128669,0.000650067,0.000556506,0.001329952,0.00088528,0.001136174,0.001733572,0.000486307,0.000966785,0.00058455,0.000721465,0.000420595,0.000568895,0.000453645,0.00050298,0.000552395,0.00054387,0.00057052,0.00055578,0.000629265,0.000564545,0.0005154,0.00051937,0.00052124,0.00052628,0.000360645,0.000489955,0.001319962,0.001404426,0.001313518,0.001465347,0.001471222,0.001431494,0.001597406,0.001745581
625,0.00140178,0.000117551,0.000620959,0.000522776,0.001284095,0.000858228,0.001116415,0.001661021,0.000471706,0.000924085,0.00060265,0.000652065,0.000457695,0.000549095,0.000447345,0.00048698,0.000537195,0.00052867,0.00055182,0.00054288,0.000609865,0.000544445,0.0004976,0.00049987,0.00050424,0.00050868,0.000349145,0.000471555,0.001279943,0.001380924,0.001276768,0.001432657,0.001433901,0.001392908,0.001550991,0.001701048
630,0.001358467,0.000102607,0.000595881,0.00049158,0.001240214,0.00083682,0.001093273,0.001596481,0.000457528,0.000871885,0.00052565,0.000510165,0.000359795,0.000534395,0.000443345,0.00046278,0.000515095,0.00050657,0.00052942,0.00052558,0.000581265,0.000523345,0.0004788,0.00047707,0.00048564,0.00048788,0.000336545,0.000452455,0.001241778,0.001338373,0.001250432,0.001393631,0.001391448,0.001352801,0.001508605,0.001654719
635,0.001330191,9.87E-05,0.000585155,0.000483423,0.001204901,0.000825236,0.001080675,0.001554394,0.000466044,0.000854985,0.00050875,0.000478165,0.000307295,0.000521995,0.000415745,0.00044568,0.000489895,0.00048197,0.00050702,0.00050428,0.000553565,0.000502745,0.0004594,0.00045557,0.00046824,0.00046748,0.000322745,0.000435755,0.001221875,0.001316748,0.001210844,0.001371342,0.001371422,0.001317902,0.001480193,0.001624406
640,0.001282192,6.68E-05,0.000552979,0.000444582,0.001147756,0.000796833,0.001059932,0.001447655,0.000450831,0.000839185,0.00047675,0.000503665,0.000269395,0.000483195,0.000396545,0.00043788,0.000472395,0.00046237,0.00048792,0.00047238,0.000535165,0.000482845,0.0004395,0.00044027,0.00045084,0.00045008,0.000311745,0.000419555,0.001196277,0.001295516,0.001209622,0.001354001,0.001355693,0.001303406,0.001477367,0.001611997
645,0.001217452,3.53E-05,0.000522598,0.000388774,0.001087826,0.000762375,0.001011591,0.001399031,0.000420918,0.000788085,0.00031355,0.000417265,0.000210495,0.000474895,0.000389245,0.00042338,0.000458895,0.00045007,0.00046942,0.00046178,0.000518565,0.000464945,0.0004239,0.00042607,0.00043594,0.00043688,0.000306645,0.000407355,0.001171431,0.00128042,0.001183497,0.001343096,0.001352936,0.001316405,0.001481768,0.001600447
650,0.001172641,3.93E-05,0.000505296,0.000383223,0.001051673,0.000745809,0.000992678,0.001338162,0.000409172,0.000746285,0.00023135,0.000268065,0.000149795,0.000473695,0.000390745,0.00040788,0.000444195,0.00043727,0.00045362,0.00044348,0.000496865,0.000448145,0.0004101,0.00040967,0.00042374,0.00042498,0.000299545,0.000398155,0.001138427,0.001249729,0.00115147,0.001314059,0.001335546,0.001294732,0.001452582,0.001575877
655,0.001067668,1.66E-05,0.000451859,0.000335145,0.000945075,0.000681664,0.000918889,0.00124463,0.000341961,0.000698385,0.00030135,0.000211565,0.000159995,0.000433395,0.000364745,0.00038178,0.000409195,0.00040597,0.00042062,0.00041268,0.000462165,0.000418245,0.0003845,0.00038447,0.00039814,0.00039908,0.000281645,0.000372255,0.001071096,0.001199953,0.001118593,0.001267518,0.001290067,0.001238765,0.001414455,0.001508978
660,0.00099176,3.25E-05,0.000421238,0.000356872,0.000890096,0.000661045,0.00091119,0.001150872,0.000341795,0.000651185,0.00029845,0.000275465,0.000169695,0.000403795,0.000347445,0.00036308,0.000387495,0.00038337,0.00039632,0.00039108,0.000439565,0.000396145,0.0003603,0.00036257,0.00037494,0.00037598,0.000268145,0.000352155,0.001043655,0.001181189,0.001080539,0.001240922,0.001275552,0.001189759,0.001383845,0.001466193
665,0.000930226,-2.08E-05,0.000350029,0.000302238,0.000832448,0.000640151,0.000865342,0.001095957,0.000311345,0.000640285,0.00023965,0.000326465,0.000134395,0.000405095,0.000355945,0.00036968,0.000390995,0.00038217,0.00039612,0.00039158,0.000443965,0.000402745,0.0003594,0.00036287,0.00038014,0.00037808,0.000272145,0.000361955,0.001083331,0.001260234,0.001159836,0.001355576,0.001405964,0.001296465,0.001534318,0.001582734
670,0.00100386,2.00E-05,0.00036507,0.000354735,0.00093098,0.000737994,0.00093954,0.00123093,0.000386621,0.000650285,0.00028565,0.000303365,0.000104395,0.000441595,0.000364445,0.00039978,0.000415695,0.00040597,0.00041722,0.00042648,0.000476265,0.000432545,0.0003793,0.00038317,0.00040894,0.00040318,0.000294845,0.000392755,0.001243629,0.001524351,0.001400364,0.001643521,0.001782684,0.00162635,0.001945219,0.001949396
675,0.001048669,7.67E-06,0.00034869,0.000345953,0.000989055,0.000829607,0.001029748,0.001294722,0.000430658,0.000666885,0.00027365,0.000255965,8.76E-05,0.000469995,0.000404245,0.00044218,0.000455095,0.00044497,0.00045512,0.00045918,0.000521365,0.000485345,0.0004082,0.00041157,0.00044994,0.00044238,0.000326445,0.000439655,0.001522978,0.001927844,0.00174359,0.002121688,0.002366951,0.002165583,0.002607549,0.002539729
680,0.001090603,2.42E-05,0.00036055,0.000359711,0.001024716,0.000916524,0.001115205,0.001347789,0.00047609,0.000711385,0.00019435,0.000243165,0.000149195,0.000489995,0.000434545,0.00046938,0.000457595,0.00047287,0.00048632,0.00045328,0.000550665,0.000508245,0.0004293,0.00043007,0.00047574,0.00046858,0.000345045,0.000462855,0.001748404,0.002313015,0.002080499,0.002562891,0.00292258,0.002737218,0.003243502,0.003123166
685,0.001043829,-6.45E-09,0.000351811,0.000303231,0.000968804,0.000898641,0.00106924,0.001356659,0.000444334,0.000706385,0.00043625,0.000195865,0.000141195,0.000550695,0.000396645,0.00045618,0.000446395,0.00046547,0.00047002,0.00047688,0.000560565,0.000487645,0.0004232,0.00042927,0.00046794,0.00045618,0.000340845,0.000461055,0.001825148,0.002427932,0.002181139,0.002745329,0.00315397,0.00303828,0.003536463,0.003358678
690,0.000916009,-2.32E-05,0.000326705,0.00022806,0.000830541,0.000763374,0.000971364,0.001089774,0.000372938,0.000600985,0.00021865,4.65E-05,-0.000088505,0.000464795,0.000382845,0.00039358,0.000406595,0.00039757,0.00040022,0.00042998,0.000476165,0.000425445,0.0003696,0.00036827,0.00040844,0.00040188,0.000295345,0.000402555,0.001653013,0.002196401,0.001984266,0.002498711,0.00286872,0.002861431,0.003260166,0.00308466
695,0.00080848,-4.22E-06,0.000338188,0.000212605,0.000722076,0.000636215,0.000855494,0.000911275,0.000321707,0.000501785,-1.78E-05,-0.000083235,-0.000141305,0.000341495,0.000352445,0.00033698,0.000341795,0.00033907,0.00034622,0.00034838,0.000386665,0.000356045,0.0003136,0.00030817,0.00034254,0.00034308,0.000255245,0.000331355,0.00134004,0.001751187,0.001593538,0.002018499,0.002295879,0.002314753,0.002614512,0.002485083
700,0.000685066,-2.87E-05,0.000320928,0.000151299,0.000599375,0.000520435,0.000719514,0.000804792,0.000242181,0.000430185,-0.00003045,-0.000114435,-0.000044405,0.000289195,0.000280245,0.00027628,0.000282595,0.00028307,0.00028622,0.00027648,0.000319865,0.000291545,0.0002662,0.00026477,0.00028994,0.00028858,0.000218145,0.000276255,0.001064755,0.001371072,0.001243807,0.001614955,0.001799826,0.001834128,0.002072163,0.001969914
705,0.000606825,-4.38E-06,0.000323208,0.000167757,0.000522777,0.000458004,0.000664065,0.000701694,0.000217532,0.000383985,3.45E-06,-6.88E-05,-0.000016205,0.000264195,0.000259745,0.00024378,0.000255895,0.00025387,0.00025792,0.00024298,0.000282565,0.000257445,0.0002341,0.00023547,0.00025774,0.00025638,0.000198045,0.000251155,0.000846464,0.001128945,0.001039831,0.001329631,0.001469816,0.00150181,0.001684372,0.001618843
