Band,pa11_b,pa24,pa24c,pa8,pas10,pas3b,pas3c,pas5,pas8,gc2_3a,gc2_4a,gc2_4b,gc2_4c,gc2_7a,gc2_7b,gc2_7c,gc2_18a,gc2_18b,gc2_18c,gc2_18d,gc2_18e,gc2_18f,gc2_27a,gc2_27b,gc_28aA,gc_28aB,gc2_29,gc2_29A,prob27_28,prob28,prob28_29,prob29,prob30,prob31,prob31_32,prob32
582,0.02124278398261,0.0037583058769233646,0.009148970890598193,0.007520025773280182,0.020996992371872948,0.013433665928696135,0.013736772254855525,0.022697074602586784,0.012451640712415361,0.01761441947746657,0.010340718484027251,0.010698754429046472,0.009162615837830727,0.007873976273908576,0.006581174449406932,0.007008575995552043,0.008906627351590578,0.009381134404274547,0.009671564831610418,0.011505879182409908,0.012528247766762037,0.010416821350634504,0.010509903809391725,0.01033268732391333,0.010621990489308683,0.010549657069587765,0.006829093345449316,0.009949998569703784,0.017198450072727578,0.017516798409426722,0.016665393488089215,0.018317299719191278,0.01791253991337744,0.017971473908168323,0.018267342621788335,0.023133132665972483
585,0.01936201279700269,0.0032985113193268988,0.008284239795543737,0.006808317533296766,0.018889490298489423,0.012147217493736429,0.012699187734642615,0.020805609500794995,0.010787290537277101,0.015525863964514006,0.00919454316834964,0.009548216854611285,0.008096006070392736,0.007259193375617792,0.006032904325690427,0.006429600573420956,0.008018900056711107,0.008354370137712206,0.008618268983357413,0.010075774636571494,0.010994813183128692,0.009230030298414571,0.00918800693630175,0.009042135202176444,0.009283704851914315,0.009226742891705029,0.006003877752621792,0.008711244159748438,0.016027261189511657,0.016327978482197223,0.015461862161096226,0.01699554891733527,0.01666494374166417,0.01668811316530135,0.017095823841041215,0.02146005086365895
588,0.0174724915034825,0.0028797695948742357,0.007454124742859369,0.006132143844889545,0.016865345790490534,0.010858796740865864,0.011707405868340928,0.018993412333627977,0.009221506532600062,0.013544584583112092,0.007966588571784547,0.008187465940012904,0.006966495223911063,0.006644787085425987,0.005502428076636844,0.005872771772958107,0.007162845247176383,0.007379815167882505,0.007622976982611119,0.00873332424092763,0.009547426018879455,0.008097718653002262,0.007961059319485899,0.007838743395201764,0.008036543870845373,0.007994164734897941,0.005230032622067764,0.007551487570132547,0.014702059285107746,0.015002538084987648,0.014149539497913553,0.01554928806284575,0.015299210831542811,0.015272898007918347,0.01579092811649172,0.019578560848992784
590,0.01562804223425019,0.0024877140738677884,0.006674564591526287,0.005504898154521431,0.014954885754956793,0.009618102431568003,0.010679494749697795,0.017209200251542316,0.007797005967173863,0.011748611630181809,0.00682433811546454,0.006907508890606093,0.005919425135808368,0.00604458594214142,0.005002774685821359,0.005338288913010104,0.006366447556620131,0.006491214714725956,0.006716278631092838,0.00752506401699297,0.008241862160417411,0.007060017220188225,0.006858967583004202,0.006757319234249169,0.006914656276128498,0.00688691921993489,0.004530415098734323,0.006505326363018975,0.013318281772455406,0.013640878438496064,0.01281552346818998,0.014085971326145646,0.013915186682708375,0.013827959994109589,0.014455840902231861,0.01764533482220103
593,0.01400622774987301,0.0021260205879317373,0.006016449234912028,0.004986130878531039,0.013302614197143663,0.008544550626596524,0.009645792238304432,0.015561025910914978,0.006590229810795962,0.010284415331817233,0.005974357570503835,0.006031043165637686,0.005129445469050531,0.005526820016566006,0.004587083446328148,0.004874357103111636,0.005703099065567825,0.005763704558983334,0.005972396114137673,0.006536172646558671,0.007176826223159477,0.006199888112312149,0.005948868000915801,0.005869119996482392,0.005988726620627718,0.005976783506723089,0.003953630738923595,0.005641967515351677,0.01209838106729459,0.012470855196636986,0.011666029447697731,0.012842491443608458,0.01274258468100522,0.012586979063066805,0.01333345270639979,0.015975033024992882
595,0.012650083557083235,0.001806758621208721,0.005496513681209034,0.004591962717998758,0.011927118195179434,0.007662081569824478,0.008728437798305068,0.014096463864124758,0.005576402476060874,0.009159118995060183,0.005451684617970601,0.005580772195348308,0.004608311190113359,0.00510275727315396,0.004243043106916104,0.004494665677367822,0.005174273906285437,0.005191698724506792,0.005387302850471701,0.005761697834275108,0.006346573045401676,0.005520914111388277,0.0052318118176700405,0.005173739225458116,0.005258304242796324,0.005263371560144986,0.0034996597491090725,0.004959458848101303,0.011137041080433811,0.011570684188572234,0.010789823197831583,0.011903837700390189,0.011862766305806247,0.01165872917984978,0.012512063585935271,0.014685517432036714
598,0.011245409331030045,0.001491103857068015,0.004971385220439437,0.004200637655585746,0.010515122199864725,0.0067770734696049,0.0078025311489641255,0.012479896239458093,0.0045846573159184735,0.008108898883357881,0.005101155700634096,0.005361081339581686,0.004211947647474406,0.004638030262511176,0.003839271268886907,0.0040830132860768505,0.004631849159927912,0.00462005079976345,0.004802113545378098,0.0050306412585271335,0.005561315952049519,0.0048666295601227354,0.00455842264592701,0.00452139035245209,0.004572362869040007,0.004594595942623068,0.0030678582178946517,0.004314054917256084,0.01018347795805191,0.010661307090081788,0.009938260930518117,0.010985498724017976,0.010989363033448525,0.010785163463775692,0.011689244297525126,0.01343683062142624
600,0.008861527644123192,0.0010034859860261994,0.003954179384325139,0.003338343732978009,0.00818851504440178,0.005325505983271774,0.0062040829414485455,0.009742981242854158,0.003300690931136172,0.006347185134573817,0.004242744464485795,0.004559866247678613,0.0034146030005237004,0.0037133913412263683,0.003044656046874413,0.0032599790847504975,0.003657865158928061,0.003630134672398054,0.003779356881765538,0.003885155620257795,0.00431174552723492,0.0037942778136975984,0.003509882206070224,0.0034933990584567476,0.0035187474872876794,0.00354967083227355,0.0023811522203752962,0.003321837386791644,0.00826267626200314,0.008713563325804832,0.008124999003556309,0.009007089826971534,0.009041083903149515,0.00888133507986984,0.009693162402266538,0.010934119896949318
602,0.008625046579731559,0.0008832000922968462,0.0038931146822452803,0.0033075691045586697,0.007916226543637578,0.005178418786522147,0.006079928655626669,0.009404882914624596,0.0030050389955467226,0.006137694680130932,0.004349775155639125,0.004704571810587209,0.0034310228916201754,0.003665077760276171,0.0029575429715242418,0.0031912005076469834,0.003545253952316799,0.00350987499654002,0.0036631190136175796,0.0037151445370645136,0.004131367358099353,0.003652645513499031,0.0033515321852094987,0.0033460557263922225,0.0033596864237120058,0.003396595287435955,0.002285885097701231,0.0031710857548011315,0.008131005716322576,0.008625975045842144,0.008035736358079372,0.00894921520062272,0.008999096040570495,0.008853244875873982,0.009697719377733581,0.010788247850700388
605,0.008249525692213388,0.0007792410097053839,0.003746833663780152,0.0031949914633197327,0.007541421838603526,0.004958537405268698,0.005888013734305984,0.009045182509547852,0.002752108533005897,0.005804974060492918,0.004220422527459242,0.004573154696690869,0.003254098356592116,0.0035166288795444277,0.002790909098513646,0.0030392810016947407,0.0033487448291630887,0.003310638860780292,0.0034668917408799053,0.0034745960129758226,0.0038722729106497236,0.003440317524323946,0.0031406565755634185,0.003143779744391974,0.003150506360385616,0.003187383092147096,0.0021504456822133587,0.0029721529851446838,0.007757488045304559,0.008270473394223226,0.007691254720564833,0.008604825754047923,0.008661669850859019,0.008532291514968612,0.009369834614235847,0.010319714533742898
607,0.0075347751813799775,0.0006915012229078559,0.003428002904505279,0.0029297045433906953,0.0068853638576680185,0.0045429526565823625,0.005509818907282624,0.008529699583170243,0.0024786487732013506,0.00523598359459641,0.003676333240467185,0.004031934835019007,0.002736272878694177,0.003170284327628499,0.0024902397762327807,0.0027451333560789947,0.003004714322565702,0.002966070685363171,0.0031196119624210647,0.0030887772779150313,0.003456204501598157,0.003086782616054671,0.002815078402956022,0.0028228787610273453,0.002825359435437492,0.002857614074391151,0.001929989502141592,0.002662519563747336,0.007011149490572561,0.007499403425036445,0.00696604693106036,0.007805357807335395,0.007861548041235778,0.007746298961045622,0.008532481083348205,0.009343213124076419
610,0.007285606492879243,0.0006716672184705743,0.0033088254181838387,0.002831563758750048,0.00666487658440628,0.004406856122200187,0.005465859163349731,0.008532265749183955,0.002403320647629603,0.005007792731799409,0.003313950918471791,0.003711319329576878,0.002355725734542956,0.0030128182724470983,0.002355461791621856,0.0026210469424428865,0.002859962671490188,0.0028204446662659943,0.002975192501213115,0.0029253647479808,0.0032798674952683104,0.002938956136569197,0.0026838592108915263,0.00269351219550286,0.0026961974784925563,0.002724412104100219,0.0018415510675198986,0.002536825777145595,0.006695981882385337,0.0071768772325627485,0.006663461381849726,0.007461625920316993,0.007516840301575005,0.0073966671566426095,0.00817244833907932,0.008930029627962214
612,0.007349715230865754,0.0006792944174175995,0.003325680565231696,0.002848959396171652,0.006723070660576003,0.004453193319342658,0.005615094869303624,0.008722977579122642,0.002426791474208645,0.005010586181027367,0.0032033905278152394,0.003676312969629343,0.002170639234338384,0.0030136277129885042,0.0023508375223646885,0.0026187947193595192,0.002861762423460813,0.002822793889767519,0.0029757920660562344,0.002934521955307422,0.0032766965932969462,0.0029345129056255748,0.0026828166324897257,0.002692906099784571,0.002701169920877672,0.0027261249487007953,0.0018469317638797624,0.002536597494780172,0.006694403266146382,0.007187207632261446,0.006673873260272188,0.007465606721956145,0.007519908265818054,0.007374446540117488,0.00816981107361418,0.008927565074941428
615,0.007316546466928507,0.0006733016908223129,0.0032966975633496065,0.002825735794553617,0.006690100828998506,0.004438534147518015,0.005657203374231882,0.008699046811018055,0.002417889156720244,0.004953559781452736,0.003112268546857023,0.003660773780065653,0.0020523557184043964,0.0029804784097956422,0.002328320943368263,0.002585867003009245,0.0028350820827348394,0.002797659844689812,0.0029424078336065256,0.0029152387800875953,0.003242582905573034,0.0028989795268793486,0.00265157009822007,0.0026622332271672897,0.002676366370089851,0.002698708486417118,0.0018344164862789856,0.0025098698861010056,0.006631478134288058,0.007120756129850643,0.006618851278755961,0.007396209396210906,0.007446077795544222,0.0072733548422834965,0.008077328005306287,0.008833486845657643
617,0.007281744920757222,0.0006609263739022376,0.0032703279457147166,0.002802099494442111,0.006661882208552738,0.004426740533748173,0.005671090623635064,0.008670852897357167,0.0024180113067647792,0.004894302568848052,0.003025151189220678,0.003636372292168241,0.0020388331657921104,0.0029244094802446476,0.002301162373727325,0.00255147720258421,0.0028017682399735983,0.0027631231834439906,0.002901471515619107,0.002863365611400955,0.0031993984820749863,0.0028619947349078864,0.002616480069480942,0.0026302519282249345,0.002644547766126786,0.0026670934206270416,0.0018194670261785816,0.002480931384290819,0.006599286888681879,0.007065688163101931,0.0065825326566508946,0.007349834424513016,0.007391666599413698,0.007202885082918855,0.008016903297354027,0.008767403631511454
